Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,PT,Trgt,Src,B1,B2,B3,B4,B5,B6,B7,B8,Value,Trigger,Signals
732,29.262357625,0.01362675,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
733,29.29696105,0.034603425,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
734,29.31213825,0.0151772,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
735,29.3308161,0.01867785,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
736,29.347087875,0.016271775,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
737,29.347830225,0.000742350000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
738,29.367079975,0.01924975,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
739,29.377126625,0.01004665,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
740,29.38708245,0.009955825,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
741,29.3971124,0.01002995,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
742,29.519937875,0.122825475,67108864,F,F,,HS CAN,,754,F,F,02,21,18,00,00,00,00,00,,,
743,29.531813925,0.01187605,67108864,F,F,,HS CAN,,75C,F,F,04,61,18,00,00,00,00,00,,,
744,29.543665925,0.011852,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
745,29.5568705,0.013204575,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
746,29.59825235,0.04138185,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
747,29.611706575,0.013454225,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
748,29.6124469,0.000740325000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
749,29.631731325,0.019284425,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
750,29.641729725,0.0099984,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
751,29.65167525,0.009945525,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
752,29.661673,0.00999775,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
753,29.78659235,0.12491935,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
754,29.801635575,0.015043225,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
755,29.802376175,0.0007406,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
756,29.821514725,0.01913855,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
757,29.831498475,0.00998375,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
758,29.841480025,0.00998155,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
759,29.851485975,0.01000595,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
760,29.866553925,0.01506795,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
761,29.88146305,0.014909125,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
762,29.9656595,0.08419645,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
763,29.981301825,0.015642325,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
764,29.982043575,0.000741750000003,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
765,30.001276125,0.01923255,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
766,30.011277,0.010000875,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
767,30.021271275,0.009994275,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
768,30.03128105,0.010009775,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
769,30.083564125,0.052283075,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
770,30.09619665,0.012632525,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
771,30.149145675,0.052949025,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
772,30.16120805,0.012062375,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
773,30.161950575,0.000742525,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
774,30.181065075,0.0191145,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
775,30.1910508,0.009985725,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
776,30.201034825,0.009984025,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
777,30.21103835,0.010003525,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
778,30.300038525,0.089000175,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
779,30.315894325,0.0158558,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
780,30.322168275,0.00627395,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
781,30.335879075,0.0137108,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
782,30.3366217,0.000742625000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
783,30.355848575,0.019226875,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
784,30.3658663,0.010017725,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
785,30.37614225,0.01027595,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
786,30.385855625,0.009713375,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
787,30.5002575,0.114401875,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
788,30.51567245,0.01541495,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
789,30.516414725,0.000742275,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
790,30.535865925,0.0194512,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
791,30.545643375,0.00977745,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
792,30.55564305,0.009999675,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
793,30.5656511,0.01000805,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
794,30.57267305,0.00702195,67108864,F,F,,HS CAN,,754,F,F,02,21,19,00,00,00,00,00,,,
795,30.585581525,0.012908475,67108864,F,F,,HS CAN,,75C,F,F,07,61,19,00,00,02,02,00,,,
796,30.688533525,0.102952,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
797,30.70040785,0.011874325,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
798,30.701150075,0.000742225,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
799,30.720414775,0.0192647,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
800,30.7304967,0.010081925,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
801,30.740376725,0.009880025,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
802,30.750356275,0.00997955,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
803,30.870277575,0.1199213,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
804,30.885439625,0.01516205,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
805,30.886180875,0.000741250000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
806,30.905187825,0.01900695,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
807,30.916291975,0.01110415,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
808,30.925197175,0.0089052,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
809,30.935358925,0.01016175,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
810,31.05100045,0.115641525,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
811,31.064986075,0.013985625,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
812,31.065727875,0.0007418,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
813,31.0849427,0.019214825,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
814,31.0972391,0.0122964,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
815,31.105166125,0.007927025,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
816,31.115017775,0.00985165,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
817,31.241121025,0.12610325,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
818,31.255209825,0.0140888,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
819,31.255950125,0.0007403,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
820,31.27626555,0.020315425,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
821,31.285370775,0.009105225,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
822,31.294840825,0.00947005,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
823,31.3047581,0.009917275,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
824,31.4231016,0.1183435,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
825,31.439479175,0.016377575,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
826,31.44022155,0.000742374999998,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
827,31.459474475,0.019252925,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
828,31.46946605,0.009991575,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
829,31.479447975,0.009981925,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
830,31.489569575,0.0101216,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
831,31.604514975,0.1149454,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
832,31.61940245,0.014887475,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
833,31.620144675,0.000742225,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
834,31.639241925,0.01909725,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
835,31.649205375,0.00996345,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
836,31.65920115,0.009995775,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
837,31.669228675,0.010027525,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
838,31.78981205,0.120583375,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
839,31.804070975,0.014258925,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
840,31.804813975,0.000743,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
841,31.8254786,0.020664625,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
842,31.83403385,0.00855525,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
843,31.8450522,0.01101835,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
844,31.8539495,0.0088973,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
845,31.97561095,0.12166145,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
846,31.988771225,0.013160275,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
847,31.989513575,0.000742349999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
848,32.00878095,0.019267375,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
849,32.01879415,0.0100132,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
850,32.028792025,0.009997875,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
851,32.0387896,0.009997575,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
852,32.15819905,0.11940945,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
853,32.173534525,0.015335475,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
854,32.1742747,0.000740175000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
855,32.193559425,0.019284725,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
856,32.203691475,0.01013205,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
857,32.21374525,0.010053775,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
858,32.223729025,0.009983775,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
859,32.34124435,0.117515325,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
860,32.3533125,0.01206815,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
861,32.3540548,0.000742299999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
862,32.373539775,0.019484975,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
863,32.38350745,0.009967675,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
864,32.393319125,0.009811675,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
865,32.403404975,0.01008585,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
866,32.526022325,0.12261735,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
867,32.538146425,0.0121241,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
868,32.538888675,0.000742250000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
869,32.5580655,0.019176825,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
870,32.5682313,0.0101658,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
871,32.5780992,0.0098679,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
872,32.58832285,0.01022365,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
873,32.708778175,0.120455325,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
874,32.723001225,0.01422305,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
875,32.72374345,0.000742225,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
876,32.743428675,0.019685225,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
877,32.75287625,0.009447575,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
878,32.763028125,0.010151875,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
879,32.77304785,0.010019725,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
880,32.894393025,0.121345175,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
881,32.90778165,0.013388625,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
882,32.908521925,0.000740275000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
883,32.92766495,0.019143025,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
884,32.937620475,0.009955525,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
885,32.947647525,0.01002705,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
886,32.957632125,0.0099846,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
887,33.0770775,0.119445375,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
888,33.09263465,0.01555715,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
889,33.09337665,0.000742000000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
890,33.1126399,0.01926325,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
891,33.122421675,0.009781775,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
892,33.132361375,0.0099397,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
893,33.142364925,0.01000355,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
894,33.261514425,0.1191495,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
895,33.2772538,0.015739375,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
896,33.277994125,0.000740325000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
897,33.297258925,0.0192648,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
898,33.3072241,0.009965175,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
899,33.3172226,0.00999849999999,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
900,33.3271883,0.0099657,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
901,33.4450936,0.1179053,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
902,33.45702385,0.01193025,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
903,33.457764875,0.000741024999996,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
904,33.477001625,0.01923675,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
905,33.486980525,0.0099789,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
906,33.4970483,0.010067775,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
907,33.506985975,0.009937675,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
908,33.6271151,0.120129125,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
909,33.641754175,0.014639075,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
910,33.642494875,0.000740700000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
911,33.661757925,0.01926305,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
912,33.67173545,0.009977525,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
913,33.6817234,0.00998795,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
914,33.691704925,0.009981525,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
915,33.812334375,0.12062945,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
916,33.826593325,0.01425895,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
917,33.8273371,0.000743774999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
918,33.846690425,0.019353325,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
919,33.856558275,0.00986785,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
920,33.866548075,0.0099898,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
921,33.876531825,0.00998375,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
922,33.995857025,0.1193252,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
923,34.011290375,0.01543335,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
924,34.012032775,0.0007424,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
925,34.031299625,0.01926685,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
926,34.04141145,0.010111825,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
927,34.051503925,0.010092475,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
928,34.06127105,0.009767125,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
929,34.17863635,0.1173653,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
930,34.19147685,0.0128405,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
931,34.192219,0.000742150000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
932,34.211313875,0.019094875,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
933,34.221295625,0.00998175,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
934,34.2310374,0.009741775,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
935,34.2412931,0.0102557,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
936,34.3632246,0.1219315,67108864,F,F,,HS CAN,,754,F,F,02,21,1D,00,00,00,00,00,,,
937,34.37586915,0.01264455,67108864,F,F,,HS CAN,,75C,F,F,10,08,61,1D,02,E0,02,D5,,,
938,34.3766095,0.000740350000001,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
939,34.395850275,0.019240775,67108864,F,F,,HS CAN,,75C,F,F,21,02,DE,00,00,00,00,00,,,
940,34.4035962,0.007745925,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
941,34.420784325,0.017188125,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
942,34.4215245,0.000740174999997,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
943,34.440791625,0.019267125,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
944,34.45124955,0.010457925,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
945,34.46075715,0.0095076,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
946,34.470742825,0.009985675,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
947,34.57659865,0.105855825,67108864,F,F,,HS CAN,,754,F,F,02,21,1C,00,00,00,00,00,,,
948,34.590573425,0.013974775,67108864,F,F,,HS CAN,,75C,F,F,10,1C,61,1C,02,05,02,01,,,
949,34.5913155,0.000742075000005,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
950,34.610920625,0.019605125,67108864,F,F,,HS CAN,,75C,F,F,21,01,02,01,00,01,01,01,,,
951,34.6205852,0.009664575,67108864,F,F,,HS CAN,,75C,F,F,22,00,01,00,01,00,01,00,,,
952,34.6305418,0.0099566,67108864,F,F,,HS CAN,,75C,F,F,23,01,00,01,01,00,00,01,,,
953,34.64053175,0.00998995,67108864,F,F,,HS CAN,,75C,F,F,24,01,00,00,00,00,00,00,,,
954,34.645831725,0.005299975,67108864,F,F,,HS CAN,,754,F,F,02,21,1D,00,00,00,00,00,,,
955,34.66049925,0.014667525,67108864,F,F,,HS CAN,,75C,F,F,10,08,61,1D,02,E2,02,DA,,,
956,34.66124135,0.000742100000004,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
957,34.68048615,0.0192448,67108864,F,F,,HS CAN,,75C,F,F,21,02,DF,00,00,00,00,00,,,
958,34.7098877,0.02940155,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
959,35.9186098,1.2087221,67108864,F,F,,HS CAN,,754,F,F,01,3E,00,00,00,00,00,00,,,
960,35.935195475,0.016585675,67108864,F,F,,HS CAN,,75C,F,F,01,7E,00,00,00,00,00,00,,,
961,35.945665675,0.0104702,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
962,35.958888425,0.01322275,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
963,35.959628525,0.000740100000002,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
964,35.978863575,0.01923505,67108864,F,F,,HS CAN,,75C,F,F,21,00,04,04,08,24,AC,60,,,
965,35.988871325,0.01000775,67108864,F,F,,HS CAN,,75C,F,F,22,24,00,00,BC,FA,08,23,,,
966,35.998855225,0.0099839,67108864,F,F,,HS CAN,,75C,F,F,23,AB,00,33,00,00,B8,66,,,
967,36.008786825,0.00993159999999,67108864,F,F,,HS CAN,,75C,F,F,24,08,23,AA,C0,44,00,00,,,
968,36.018798525,0.0100117,67108864,F,F,,HS CAN,,75C,F,F,25,98,79,08,23,A9,00,54,,,
969,36.0288126,0.010014075,67108864,F,F,,HS CAN,,75C,F,F,26,00,00,98,3B,08,23,A9,,,
970,36.038790025,0.009977425,67108864,F,F,,HS CAN,,75C,F,F,27,00,63,00,00,6E,28,08,,,
971,36.049027825,0.0102378,67108864,F,F,,HS CAN,,75C,F,F,28,23,A6,C0,00,00,00,00,,,
972,36.1669193,0.117891475,67108864,F,F,,HS CAN,,754,F,F,02,21,1D,00,00,00,00,00,,,
973,36.1785713,0.011652,67108864,F,F,,HS CAN,,75C,F,F,10,08,61,1D,02,E2,02,D8,,,
974,36.17931395,0.000742649999999,67108864,F,F,,HS CAN,,754,F,F,30,00,04,00,00,00,00,00,,,
975,36.198606575,0.019292625,67108864,F,F,,HS CAN,,75C,F,F,21,02,DF,00,00,00,00,00,,,
976,36.229952,0.031345425,67108864,F,F,,HS CAN,,754,F,F,02,21,23,00,00,00,00,00,,,
977,36.243549,0.013597,67108864,F,F,,HS CAN,,75C,F,F,10,3A,61,23,06,00,13,00,,,
